ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000155189,1-acylglycerol-3-phosphate O-acyltransferase 5(AGPAT5),Homo sapiens,"R-HSA-1483166:R-HSA-1483166,R-HSA-75109:R-HSA-75109,"
ENSG00000116133,24-dehydrocholesterol reductase(DHCR24),Homo sapiens,"R-HSA-6807047:R-HSA-6807047,R-HSA-6807062:R-HSA-6807062,"
ENSG00000138801,3'-phosphoadenosine 5'-phosphosulfate synthase 1(PAPSS1),Homo sapiens,"R-HSA-174362:R-HSA-174362,R-HSA-2408550:R-HSA-2408550,"
ENSG00000116981,"5'-nucleotidase, cytosolic IA(NT5C1A)",Homo sapiens,"R-HSA-73621:R-HSA-73621,R-HSA-74259:R-HSA-74259,"
ENSG00000185013,"5'-nucleotidase, cytosolic IB(NT5C1B)",Homo sapiens,"R-HSA-74259:R-HSA-74259,"
ENSG00000147246,5-hydroxytryptamine receptor 2C(HTR2C),Homo sapiens,"R-HSA-390666:R-HSA-390666,R-HSA-416476:R-HSA-416476,"
ENSG00000114026,8-oxoguanine DNA glycosylase(OGG1),Homo sapiens,"R-HSA-110328:R-HSA-110328,R-HSA-110329:R-HSA-110329,R-HSA-110330:R-HSA-110330,R-HSA-110331:R-HSA-110331,R-HSA-110357:R-HSA-110357,R-HSA-5649702:R-HSA-5649702,"
ENSG00000148848,ADAM metallopeptidase domain 12(ADAM12),Homo sapiens,"R-HSA-177929:R-HSA-177929,"
ENSG00000142303,ADAM metallopeptidase with thrombospondin type 1 motif 10(ADAMTS10),Homo sapiens,"R-HSA-5173214:R-HSA-5173214,"
ENSG00000163638,ADAM metallopeptidase with thrombospondin type 1 motif 9(ADAMTS9),Homo sapiens,"R-HSA-1474228:R-HSA-1474228,R-HSA-5173214:R-HSA-5173214,"
ENSG00000159322,ADP dependent glucokinase(ADPGK),Homo sapiens,"R-HSA-70326:R-HSA-70326,"
ENSG00000113966,ADP ribosylation factor like GTPase 6(ARL6),Homo sapiens,"R-HSA-5620922:R-HSA-5620922,"
ENSG00000129744,ADP-ribosyltransferase 1(ART1),Homo sapiens,"R-HSA-1462054:R-HSA-1462054,"
ENSG00000139154,AE binding protein 2(AEBP2),Homo sapiens,"R-HSA-212300:R-HSA-212300,R-HSA-3214841:R-HSA-3214841,"
ENSG00000159063,"ALG8, alpha-1,3-glucosyltransferase(ALG8)",Homo sapiens,"R-HSA-446193:R-HSA-446193,R-HSA-4724325:R-HSA-4724325,"
ENSG00000148584,APOBEC1 complementation factor(A1CF),Homo sapiens,"R-HSA-72200:R-HSA-72200,R-HSA-75094:R-HSA-75094,"
ENSG00000150347,AT-rich interaction domain 5B(ARID5B),Homo sapiens,"R-HSA-3214842:R-HSA-3214842,"
ENSG00000198691,ATP binding cassette subfamily A member 4(ABCA4),Homo sapiens,"R-HSA-2453864:R-HSA-2453864,R-HSA-2453902:R-HSA-2453902,R-HSA-382556:R-HSA-382556,"
ENSG00000124574,ATP binding cassette subfamily C member 10(ABCC10),Homo sapiens,"R-HSA-382556:R-HSA-382556,"
ENSG00000099624,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit(ATP5D)",Homo sapiens,"R-HSA-163210:R-HSA-163210,"
ENSG00000114573,ATPase H+ transporting V1 subunit A(ATP6V1A),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000101892,ATPase Na+/K+ transporting family member beta 4(ATP1B4),Homo sapiens,"R-HSA-2173796:R-HSA-2173796,"
ENSG00000105409,ATPase Na+/K+ transporting subunit alpha 3(ATP1A3),Homo sapiens,"R-HSA-5578775:R-HSA-5578775,R-HSA-936837:R-HSA-936837,"
