ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000165996,3-hydroxyacyl-CoA dehydratase 1(HACD1),Homo sapiens,"R-HSA-75876:R-HSA-75876,"
ENSG00000074696,3-hydroxyacyl-CoA dehydratase 3(HACD3),Homo sapiens,"R-HSA-75876:R-HSA-75876,"
ENSG00000023330,5'-aminolevulinate synthase 1(ALAS1),Homo sapiens,"R-HSA-189451:R-HSA-189451,R-HSA-1989781:R-HSA-1989781,R-HSA-2151201:R-HSA-2151201,"
ENSG00000178394,5-hydroxytryptamine receptor 1A(HTR1A),Homo sapiens,"R-HSA-390666:R-HSA-390666,R-HSA-418594:R-HSA-418594,"
ENSG00000135312,5-hydroxytryptamine receptor 1B(HTR1B),Homo sapiens,"R-HSA-390666:R-HSA-390666,R-HSA-418594:R-HSA-418594,"
ENSG00000116984,5-methyltetrahydrofolate-homocysteine methyltransferase(MTR),Homo sapiens,"R-HSA-156581:R-HSA-156581,R-HSA-1614635:R-HSA-1614635,R-HSA-196741:R-HSA-196741,R-HSA-3359467:R-HSA-3359467,R-HSA-3359469:R-HSA-3359469,"
ENSG00000078061,"A-Raf proto-oncogene, serine/threonine kinase(ARAF)",Homo sapiens,"R-HSA-5673000:R-HSA-5673000,R-HSA-5674135:R-HSA-5674135,R-HSA-5675221:R-HSA-5675221,"
ENSG00000087116,ADAM metallopeptidase with thrombospondin type 1 motif 2(ADAMTS2),Homo sapiens,"R-HSA-1650814:R-HSA-1650814,R-HSA-5173214:R-HSA-5173214,"
ENSG00000049192,ADAM metallopeptidase with thrombospondin type 1 motif 6(ADAMTS6),Homo sapiens,"R-HSA-5173214:R-HSA-5173214,"
ENSG00000102931,ADP ribosylation factor like GTPase 2 binding protein(ARL2BP),Homo sapiens,"R-HSA-422356:R-HSA-422356,"
ENSG00000204673,AKT1 substrate 1(AKT1S1),Homo sapiens,"R-HSA-165159:R-HSA-165159,R-HSA-166208:R-HSA-166208,R-HSA-198323:R-HSA-198323,R-HSA-3371571:R-HSA-3371571,R-HSA-5674400:R-HSA-5674400,"
ENSG00000139133,"ALG10, alpha-1,2-glucosyltransferase(ALG10)",Homo sapiens,"R-HSA-446193:R-HSA-446193,"
ENSG00000117713,AT-rich interaction domain 1A(ARID1A),Homo sapiens,"R-HSA-3214858:R-HSA-3214858,"
ENSG00000149311,ATM serine/threonine kinase(ATM),Homo sapiens,"R-HSA-2559586:R-HSA-2559586,R-HSA-3371453:R-HSA-3371453,R-HSA-349425:R-HSA-349425,R-HSA-5685938:R-HSA-5685938,R-HSA-5685942:R-HSA-5685942,R-HSA-5693548:R-HSA-5693548,R-HSA-5693554:R-HSA-5693554,R-HSA-5693565:R-HSA-5693565,R-HSA-5693568:R-HSA-5693568,R-HSA-5693571:R-HSA-5693571,R-HSA-5693579:R-HSA-5693579,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69473:R-HSA-69473,R-HSA-69541:R-HSA-69541,R-HSA-69601:R-HSA-69601,R-HSA-912446:R-HSA-912446,"
ENSG00000144452,ATP binding cassette subfamily A member 12(ABCA12),Homo sapiens,"R-HSA-1369062:R-HSA-1369062,R-HSA-5682294:R-HSA-5682294,"
ENSG00000107331,ATP binding cassette subfamily A member 2(ABCA2),Homo sapiens,"R-HSA-1369062:R-HSA-1369062,"
ENSG00000064687,ATP binding cassette subfamily A member 7(ABCA7),Homo sapiens,"R-HSA-1369062:R-HSA-1369062,"
ENSG00000135776,ATP binding cassette subfamily B member 10(ABCB10),Homo sapiens,"R-HSA-1369007:R-HSA-1369007,"
ENSG00000004846,ATP binding cassette subfamily B member 5(ABCB5),Homo sapiens,"R-HSA-382556:R-HSA-382556,"
ENSG00000131269,ATP binding cassette subfamily B member 7(ABCB7),Homo sapiens,"R-HSA-1369007:R-HSA-1369007,R-HSA-2564830:R-HSA-2564830,"
ENSG00000091262,ATP binding cassette subfamily C member 6(ABCC6),Homo sapiens,"R-HSA-382556:R-HSA-382556,R-HSA-5690338:R-HSA-5690338,"
ENSG00000069431,ATP binding cassette subfamily C member 9(ABCC9),Homo sapiens,"R-HSA-1296025:R-HSA-1296025,R-HSA-382556:R-HSA-382556,R-HSA-5578775:R-HSA-5578775,R-HSA-5678420:R-HSA-5678420,"
ENSG00000228253,ATP synthase F0 subunit 8(ATP8),Homo sapiens,"R-HSA-163210:R-HSA-163210,"
ENSG00000124172,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit(ATP5E)",Homo sapiens,"R-HSA-163210:R-HSA-163210,"
ENSG00000116459,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1(ATP5F1)",Homo sapiens,"R-HSA-163210:R-HSA-163210,"
ENSG00000167283,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit G(ATP5L)",Homo sapiens,"R-HSA-163210:R-HSA-163210,"
ENSG00000117410,ATPase H+ transporting V0 subunit b(ATP6V0B),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000250565,ATPase H+ transporting V1 subunit E2(ATP6V1E2),Homo sapiens,"R-HSA-1222556:R-HSA-1222556,R-HSA-77387:R-HSA-77387,R-HSA-917977:R-HSA-917977,R-HSA-983712:R-HSA-983712,"
ENSG00000070961,ATPase plasma membrane Ca2+ transporting 1(ATP2B1),Homo sapiens,"R-HSA-418359:R-HSA-418359,R-HSA-5578775:R-HSA-5578775,R-HSA-936837:R-HSA-936837,"
ENSG00000017260,ATPase secretory pathway Ca2+ transporting 1(ATP2C1),Homo sapiens,"R-HSA-936837:R-HSA-936837,"
ENSG00000120318,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3(ARAP3)",Homo sapiens,"R-HSA-194840:R-HSA-194840,"
ENSG00000151929,BCL2 associated athanogene 3(BAG3),Homo sapiens,"R-HSA-3371453:R-HSA-3371453,"
ENSG00000156735,BCL2 associated athanogene 4(BAG4),Homo sapiens,"R-HSA-3371453:R-HSA-3371453,R-HSA-5655302:R-HSA-5655302,R-HSA-75893:R-HSA-75893,"
ENSG00000144857,"BOC cell adhesion associated, oncogene regulated(BOC)",Homo sapiens,"R-HSA-375170:R-HSA-375170,R-HSA-5632681:R-HSA-5632681,"
ENSG00000185024,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit(BRF1)",Homo sapiens,"R-HSA-749476:R-HSA-749476,R-HSA-76061:R-HSA-76061,R-HSA-76066:R-HSA-76066,"
ENSG00000064726,BTB domain containing 1(BTBD1),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
